INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
YDR015C		4	0.21	3.93
iMx452I		0	1.11	0.89
iGx012I		0	1.02	0.79
YMR086W		13	0.71	1.06
YML069W	POB3	13	1.47	0.6
YPL210C	SRP72	16	1.62	0.68
YOR001W	RRP6	15	0.54	2.46
iLx495I		0	1.44	0.46
iFx055I		0	0.41	2.32
iBx132I		0	0.18	4.48
iPx084I		0	0.94	0.66
iLx161I		0	0.63	1.46
YIL147C	SLN1	9	1.22	0.78
iDx715I		0	0.77	1.15
YOR270C	VPH1	15	0.74	1.04
YNL295W		14	0.8	
iLx227I		12	0.8	0.98
iNx410I		0	0.9	0.83
YNR044W	AGA1	14	1.63	0.63
YJR121W	ATP2	10	1.4	
YJL104W		10	1.07	0.69
iEx098I		0	0.37	2.81
YNL027W	CRZ1	14	1.52	0.61
YDR284C	DPP1	4	2.36	0.39
iGx281I		0	0.42	2.3
iGx347I		0	1.25	0.78
YDR016C		4	0.22	3.78
iMx453I		0	1.96	0.47
iGx013I		0	1.85	0.46
YMR087W		13	0.47	1.82
YOR336W	KRE5	15	1.81	0.42
YOR002W	ALG6	15	0.5	2.29
YCR059C		3	1.32	0.48
iLx496I		0	1.86	0.36
iFx056I		0	0.41	1.85
iDx650I		0	0.7	1.56
iBx133I		0	0.51	1.98
YMR088C		13	0.55	1.35
iPx085I		0	0.42	1.94
iLx162I		0	1.52	0.43
iDx716I		0	0.91	1.47
YOR271C		15	2.05	0.35
YNL296W		14	1.91	0.38
iHx305I		8	0.74	
iLx228I		12	0.71	
iNx411I		0	1.07	0.62
YNR045W	PET494	14	1.95	0.45
YJR122W	CAF17	10	1.54	0.62
YJL105W		10	1.29	0.68
iEx099I		0	0.4	2.06
YNL028W		14	2.05	0.39
iGx282I		0	0.59	1.33
YPL211W	NIP7	16	1.29	0.78
YNL297C		14	1.06	
iGx348I		0	1.93	0.42
YIL082W		9	2.09	0.69
YDR017C	KCS1	4	0.41	2.05
iMx454I		0	1.19	0.78
iGx014I		0	2.01	0.54
YIL148W	RPL40A	9	1.34	0.84
iMx120I		0	1.53	0.71
YNL029C	KTR5	14	1.8	0.55
YPL212C	PUS1	16	0.73	0.97
YOR337W	TEA1	15	1.94	0.46
YOR003W	YSP3	15	0.58	2.05
YIL083C		9	1.92	0.55
iLx497I		0	0.65	1.78
iFx057I		0	1.29	0.6
iDx651I		0	1.67	0.46
iBx134I		0	0.35	1.76
YDR285W	ZIP1	4	1.94	0.54
YMR089C	YTA12	13	0.55	
iPx086I		0	1.5	0.56
iLx163I		0	0.67	1.66
iHx240I		0	1.86	0.55
YIL149C		9	1.01	0.65
iDx717I		0	0.33	2.95
iLx229I		12	0.79	1.42
iNx412I		0	0.69	1.57
YNR046W		14	1.75	0.49
YJR123W	RPS5	10	0.48	1.37
YJL106W	IME2	10	1.37	0.51
YDR286C		4	1.61	0.54
iGx283I		0	0.4	2.55
iGx349I		0	1.66	0.46
YDR018C		4	1.13	0.79
iMx455I		0	1.62	0.35
iGx015I		0	1.82	0.56
YJR124C		10	0.31	2.51
iMx121I		0	0.55	1.41
YOR272W	YTM1	15	0.7	1.13
YJL107C		10	2.39	0.37
YOR338W		15	1.12	0.87
YOR004W		15	0.28	3.69
YIL084C	SDS3	9	2.37	0.45
iLx498I		0	1.5	0.57
iFx058I		0	1.06	0.91
iDx652I		0	0.88	
iBx135I		0	0.98	1.09
iPx087I		0	1.06	0.73
iLx164I		0	0.81	1.08
iHx241I		0	0.46	1.57
iDx718I				1.65
YOR273C		15	0.97	0.92
YNL298W	CLA4	14	0.56	1.42
YJL041W	NSP1	10	0.31	2.21
YOR339C	UBC11	15	1.06	0.78
iNx413I		0	1.67	0.6
YNR047W		14	0.95	0.78
YOR005C	DNL4	15	0.31	4.01
iGx284I		0	0.33	2.22
YPL213W	LEA1	16	0.54	1.48
iMx390I		0	2.06	0.34
YDR019C	GCV1	4	0.53	
iMx456I		0	1.99	0.41
iGx016I		0	1.53	0.48
YJR125C	ENT3	10	0.59	1.3
iMx122I		0	0.35	1.86
YJL108C		10	2.19	0.37
YPL214C	THI6	16	0.57	1.77
iBx070I		0	0.61	1.71
YIL085C	KTR7	9	1.38	0.66
iLx499I		0	0.8	0.91
iFx059I		0	1.26	0.68
iDx653I		0	1.63	0.57
iBx136I		0	0.91	0.95
YDR287W		4	2.06	0.45
iHx242I		8	0.52	2
iPx088I		0	0.97	0.86
iLx165I		0	1.02	0.94
iDx719I		0	1.66	0.41
YNL299W	TRF5	14	2.1	0.37
iHx308I				0.95
YJL042W	MHP1	10	1.21	0.61
iNx414I		0	1.28	0.57
YNR048W		14	0.24	3.12
YOR006C		15	0.39	2.83
iGx285I		7	0.41	1.16
iMx391I		0	0.48	1.23
iMx457I		0	1.55	0.63
iGx017I		0	0.32	2.35
YNR049C	MSO1	14	0.19	3.82
YJR126C		10	0.99	0.88
iMx123I		0	0.89	0.63
iIx200I		0	0.18	3.64
YOR274W	MOD5	15	0.84	1.14
YJL109C		10	0.87	
iBx071I		0	1.6	0.56
YER180C	ISC10	5	0.72	1.37
YIL086C		9	1.06	0.92
iDx654I		0	2.41	0.48
iBx137I		0	0.53	1.85
YDR288W		4	0.87	0.94
EMPTY	EMPTY	0	1.45	0.5
iPx089I		0	1.51	
iLx166I		0	1.52	0.5
iHx243I		0	0.45	1.35
iDx320I		0	1.1	
YOR275C		15	0.89	1.01
YJR060W	CBF1	10	2.05	0.51
iHx309I		8	0.63	
YJL043W		10	1.38	0.46
YKL001C	MET14	11	0.25	2.45
iNx415I		0	1.79	0.37
YOR007C	SGT2	15	0.39	2.84
YDR289C	RTT103	4	0.9	1.1
iGx286I		0	0.24	1.85
YPL215W	CBP3	16	0.58	1.41
iMx392I		0	1.97	0.39
YJL044C	GYP6	10	1.25	0.64
iMx458I		0	0.94	0.86
iGx018I		0	1.86	0.62
YJR127C	ZMS1	10	1.46	0.53
iMx124I		0	0.37	
iIx201I		0	0.14	5.38
YLR310C	CDC25	12	1.52	
iBx072I		0	1.39	0.66
YER181C		5	1.02	1.31
YIL087C		9	1.19	0.82
iDx655I		0	1.94	0.41
iBx138I		0	0.55	1.42
iLx167I		0	1.47	0.65
iHx244I		0	0.42	2.55
iDx321I		0	1.2	0.89
iNx350I		0	1.85	0.42
YJR061W		10	0.64	1.55
iNx416I		0	1.08	1.08
YPL150W		16	1.55	0.71
YOR008C	SLG1	15	1.07	1.01
iGx287I		0	0.3	2.65
YPL216W		16	1.47	0.68
iMx393I		0	0.99	0.96
iCx030I		0	1.25	0.6
YJR062C	NTA1	10	0.67	1.12
iMx459I		0	0.43	1.85
iGx019I		0	1.59	0.53
YPL151C	PRP46	16	1.62	0.63
iMx125I		0	1.39	0.7
iIx202I		0	0.96	0.8
YOR276W	CAF20	15	1.54	0.47
YLR311C		12	1.99	0.46
YPL217C	BMS1	16	0.52	1.44
YKL002W		11	0.31	2.45
iDx590I		0	0.69	1.52
iBx073I		0	1.3	0.7
YIL088C		9	0.92	1.11
iBx139I		0	0.65	1.95
iDx656I		0	1.51	
iLx168I		0	1.49	0.52
iHx245I		0	0.3	3.13
iDx322I		0	2.15	0.45
YOR277C		15	1.26	0.44
iNx351I		0	1.59	0.47
YJL045W		10	1.05	0.88
YKL003C	MRP17	11	0.34	2.43
iNx417I		0	0.72	1.81
YJR128W		10	1.97	0.27
iGx288I		0	0.62	1.91
iMx394I		0	0.34	2.52
iCx031I		0	1.35	0.56
YER182W		5	1.48	0.64
iMx060I		0	1.13	0.88
YJR129C		10	1.74	0.48
iIx203I				1.37
iMx126I		0	1.37	0.51
YLR312C		12	2.15	0.39
YKR020W		11	1.87	0.51
iDx591I		0	0.7	1.69
iBx074I		0	2.13	0.56
YER183C		5	0.89	
YOR009W		15	1.03	0.89
iHx180I		0	0.64	1.35
iDx657I		0	2.21	0.39
iLx169I		0	0.19	
iHx246I		0	1.68	0.48
iDx323I		0	1.31	0.57
iNx352I		0	1.9	0.45
YJR063W	RPA12	10	1.99	0.41
YJL046W		10	1.82	0.48
YPL152W	RRD2	16	0.77	
iGx289I		0	0.27	2.63
YPL218W	SAR1	16	0.22	3.92
iMx395I		0	0.77	1.04
iCx032I		0	0.84	0.83
YIL089W		9	1.02	0.95
iMx061I		0	1.19	0.61
YJL047C	RTT101	10	1.32	0.6
YPR170C		16	1.34	0.75
YPL153C	RAD53	16	1.88	0.55
iMx127I		0	1.38	0.41
iIx204I		0	0.39	2.77
YOR278W	HEM4	15	0.63	1.26
YLR313C	SPH1	12	1.58	0.62
iOx310I		0	1.28	0.71
YKR021W		11	0.78	1.23
YKL004W	AUR1	11	0.47	2.09
iDx592I		0	0.8	1.03
iBx075I		0	0.93	0.88
YER184C		5	0.74	1.45
iHx181I		0	0.7	1.04
iDx658I		0	1.15	1.09
iHx247I		0	0.72	1.11
iDx324I		0	1.39	0.72
YOR279C		15	0.87	1.07
iNx353I		0	0.7	
YJR064W	CCT5	10	0.98	0.88
YKR022C		11	0.5	1.6
YPL219W	PCL8	16	0.83	1.08
iMx396I		0	1.18	0.75
iCx033I		0	0.86	1.37
YJR065C	ARP3	10	0.88	0.95
iMx062I		0	1.76	0.42
YJL048C		10	0.35	3.37
YPL154C	PEP4	16	1.72	0.55
iMx128I		0	1.66	0.69
iIx205I		0	0.76	
YLR314C	CDC3	12	2.37	0.35
iOx311I		0	1.25	0.66
iBx076I		0	0.89	1.03
iHx182I		0	1.73	0.43
iDx659I		0	1.89	0.47
iHx248I		0	1.12	1.03
iDx325I		0	1.38	0.79
iNx354I		0	1.17	0.57
iNx020I				1.09
YPR171W		16	0.59	1.65
YFL060C	SNO3	6	1.72	0.52
iMx397I		0	0.39	2.08
iCx034I		0	1.41	0.63
YER185W		5	1.46	0.64
YBR220C		2	2.23	0.44
iOx580I		0	1.06	1.07
iMx063I		0	1.8	0.37
iIx140I		0	0.37	1.95
YPL155C	KIP2	16	1.26	0.68
iMx129I		0	1.01	0.82
iIx206I		0	0.78	0.89
YGR100W	MDR1	7	1.53	0.54
iOx312I		0	1.48	
YKR023W		11	0.62	1.63
YKL006W	RPL14A	11	0.35	1.57
iDx594I		0	1	1.16
iBx077I		0	1.8	0.49
YER186C		5	1.78	0.47
iHx183I		0	1.54	0.73
iDx260I		0	0.48	2.08
iHx249I		0	1.37	0.66
iDx326I		0	1.58	0.61
iNx355I		0	0.95	0.89
YJR066W	TOR1	10	0.82	1.09
YKR024C	DBP7	11	0.56	1.3
YJL049W		10	0.3	2.99
iNx021I		0	0.65	1.13
YPR172W		16	1.36	0.85
YLR315W		12	2.09	0.34
iMx398I		0	1.31	0.67
iCx035I		0	0.93	0.88
YBR221C	PDB1	2	2.17	0.46
YJR067C	YAE1	10	0.41	1.99
YPL090C	RPS6A	16	1.07	0.84
iMx064I		13	0.75	
iOx581I		0	1.29	0.61
iIx141I		0	0.85	1.04
YPR173C	VPS4	16	0.6	1.32
YPL156C		16	0.56	2.05
iIx207I		0	0.31	2.76
YLR316C	TAD3	12	2.45	0.35
YGR101W		7	1.07	0.9
iOx313I		0	1.58	0.59
YKL007W	CAP1	11	0.55	1.57
iDx595I		0	1.8	0.5
iBx078I		0	1.54	0.63
iHx184I		0	1.02	0.83
iDx261I		0	0.53	1.19
iNx290I		0	0.49	2.09
iDx327I		4	1.29	0.64
YFL061W		6	1.6	0.53
iNx356I		0	1.07	0.83
YGR102C		7	1.13	0.84
iNx022I		0	0.53	
YKL008C	LAC1	11	0.83	1.04
YLR250W	SSP120	12	0.72	1.68
iMx399I		0	1.3	0.65
iCx036I		0	1.19	0.8
YER187W		5	1.1	0.66
YBR222C	FAT2	2	2.29	0.5
iOx582I		0	1.78	0.48
iMx065I		0	1.62	0.55
iIx142I		0	1.24	0.52
YPR174C		16	1.48	0.53
iIx208I		0	0.77	1.18
iOx314I		0	0.43	1.82
YKR025W	RPC37	11	1.44	0.64
iDx596I		0	0.84	0.94
iBx079I		0	0.21	3.9
iHx185I		0	0.99	0.78
iDx262I		0	0.65	1.39
iNx291I		0	0.45	2.02
iDx328I		0	0.55	1.53
YFL062W	COS4	6	1.04	0.82
YGL020C		7	0.65	1.46
iNx357I		0	0.71	1.16
YJR068W	RFC2	10	0.3	2.48
YPL091W	GLR1	16	0.45	2.46
YKR026C	GCN3	11	1.66	0.65
iNx023I		0	0.8	0.85
iJx100I		0	1.06	0.66
YLR251W		12	0.88	1.11
YPL157W		16	0.92	0.97
YLR317W		12	2.01	0.37
iCx037I		0	0.75	1.32
YER188W		5	1.06	0.75
YBR223C		2	2.2	0.39
YJR069C	HAM1	10	0.25	3.16
iMx066I		13	1.68	0.48
iOx583I		0	1.7	0.44
iIx143I		0	1.91	0.55
iEx220I		0	1.19	0.59
YPL158C		16	1.32	0.64
iIx209I		0	0.64	1.18
YGR103W		7	0.99	0.93
iOx315I		0	0.22	2.77
iDx597I		0	0.87	1.35
YKL009W	MRT4	11	0.98	1
iHx186I		0	0.7	0.96
iDx263I		0	0.27	2.44
iNx292I		0	0.77	0.89
iDx329I		0	0.44	1.8
YFL063W		6	0.77	1.72
iNx358I		0	0.65	1.23
YPL092W	SSU1	16	1.19	0.89
YGR104C	SRB5	7	0.6	1.53
iNx024I		0	0.78	1.03
iJx101I		0	2.1	0.52
YPR175W	DPB2	16	0.79	1.17
YLR252W		12	0.99	0.89
YFL064C		6	1.51	0.64
iCx038I		0	0.34	2.92
YER189W		5	1.7	0.61
iOx584I		0	0.98	1.22
iMx067I		0	1.95	0.41
iIx144I		0	1.06	0.83
iEx221I		0	0.94	0.77
YPR176C	BET2	16	0.88	1.36
iOx250I		0	1.33	0.64
YPL159C		16	0.42	2.08
YGL021W	ALK1	7	1.19	0.79
YLR319C	BUD6	12	1.08	0.75
iOx316I		0	0.27	3.05
YKR027W		11	1.98	0.43
iDx598I		0	1.23	0.85
YMR210W		13	1.66	0.54
iHx187I		0	0.42	2.68
iDx264I		0	0.3	2.44
iNx293I		0	1.04	0.57
iJx370I		0	1.62	0.51
YBR224W				0.34
iNx359I		0	1.61	0.61
YPL093W	NOG1	16	1.64	0.52
iNx025I		0	1.56	0.4
iJx102I		0	2.2	0.39
YLR253W		12	0.84	1.14
YFL065C		6	1.72	0.52
iCx039I		0	0.73	1.31
YPL094C	SEC62	16	1.21	0.57
iOx585I		0	1.28	0.63
iMx068I		0	1.72	0.49
iIx145I		0	0.95	0.97
iEx222I		0	1.58	0.5
YPR177C		16	0.9	0.78
YLR254C		12	0.79	1.12
iOx251I		0	1.07	0.63
YGL022W	STT3	7	2.19	0.45
YGR105W	VMA21	7	0.92	
iOx317I		0	2.3	0.38
YKR028W	SAP190	11	0.41	1.85
iDx599I		0	1.72	0.48
YMR211W		13	0.83	1.07
iHx188I		0	1.24	0.64
iDx265I		0	0.2	3.93
iNx294I		0	1.15	0.79
iJx371I		0	2.04	0.34
YBR225W		2	0.82	1.32
YGL023C	PIB2	7	1.92	0.48
YGR106C		7	1.23	0.88
YKR029C		11	0.3	2.26
iNx026I		0	1.04	1.04
iJx103I		0	2.07	0.32
YMR212C		13	1.15	0.74
iIx080I		0	1.05	0.87
YFL066C		6	1.83	0.52
YBR226C		2	0.27	3.08
YPL095C		16	0.88	1.06
iOx586I		0	1.93	0.36
iMx069I		0	1.14	0.63
iIx146I		0	0.26	2.78
iEx223I		0	1.99	0.35
YLR255C		12	1.44	0.46
YGR040W	KSS1	7	1.59	0.55
iOx252I		0	1.59	
iOx318I		0	0.87	1.03
iHx189I		0	1.61	0.54
iDx266I		0	0.19	4.82
YBR160W	CDC28	2	1.79	0.59
iNx295I		0	0.97	1.01
iJx372I		0	1.91	0.47
YML130C	ERO1	13	1.22	0.69
iNx027I		0	1.8	0.44
iJx104I		0	1.52	0.36
YPR178W	PRP4	16	0.68	1.42
iPx210I		16	1.6	0.54
iIx081I		0	1.31	0.62
YBR227C	MCX1	2	0.42	1.85
iOx587I		0	1.67	0.53
iIx147I		0	1.98	0.5
iEx224I		0	2.08	0.4
YPR179C		16	0.71	1.31
YDR410C	STE14	4	1.07	0.89
YGR041W	BUD9	7	1.39	0.65
iOx253I		0	1.51	0.51
iKx330I		0	1.37	0.6
YGL024W		7	1.63	0.49
iOx319I		0	0.61	1.31
YGR107W		7	1.67	
YMR213W	CEF1	13	1.98	0.38
iDx267I		0	1.12	0.78
YBR161W		2	0.49	2.26
iNx296I		0	1.3	0.64
iJx373I		0	0.52	2.02
YFL067W		6	1.4	0.74
YGL025C	PGD1	7	1.67	0.56
YLR190W		12	1.39	0.69
YPL096W		16	1.04	1.05
iNx028I		0	0.86	1
iJx105I		0	1.84	0.48
YLR256W	HAP1	12	0.71	1.39
iPx211I		0	1.18	
YBR162C		2	1.14	0.97
iIx082I		0	1.63	0.56
iOx588I		0	2.26	0.54
iIx148I		0	1.64	0.48
iEx225I		0	1.54	0.54
YDR411C		4	1.66	0.57
YGR042W		7	1.57	0.54
iOx254I		0	0.46	1.81
iKx331I		0	0.41	1.81
YML131W		13	0.86	1.03
YGR108W	CLB1	7	1.15	0.69
YMR214W	SCJ1	13	1.32	0.61
iDx268I		0	1.04	0.8
iNx297I		0	1.76	0.39
iJx374I		0	0.33	2.58
YGR043C		7	1.28	0.61
YFL068W		6	1.23	0.83
iPx480I		16	0.62	1.06
iJx040I		0	0.92	1.06
YGL026C	TRP5	7	1.6	0.75
YLR191W	PEX13	12	0.73	1.25
YBR228W		2	0.76	1.2
YPL097W	MSY1	16	1.64	0.5
YGR109C	CLB6	7	0.82	1.16
iNx029I		0	1.92	
iJx106I		0	1.86	0.37
YLR257W		12	1.51	0.64
iPx212I		0	1.33	0.5
YBL080C	PET112	2	2.07	0.4
iEx160I		0	1.34	0.64
iIx083I		0	1.28	0.73
YLR192C	HCR1	12	0.65	1.33
YBR229C	ROT2	2	1.04	0.91
YPL098C		16	1.44	0.46
iOx589I		0	0.99	0.98
iIx149I		0	0.42	2.28
iEx226I		0	0.97	0.63
iOx255I		0	1.93	0.42
iKx332I		0	0.32	2.58
YML132W	COS3	13	1.02	1.04
YMR215W		13	0.56	1.52
iDx269I		0	1.34	0.62
YBR163W	DEM1	2	0.73	1.19
iNx298I		0	1.28	0.64
iJx375I		0	1.21	0.53
YGR044C	RME1	7	1.55	0.56
iPx481I		0	0.59	1.51
iJx041I		0	1.3	0.64
YGL027C	CWH41	7	0.85	1.15
YMR150C	IMP1	13	1.09	0.64
YML133C		13	1.52	0.75
YDR412W		4	1.8	0.52
iJx107I		0	1.62	0.51
YLR258W	GSY2	12	0.38	2.37
YMR216C	SKY1	13	1.04	0.73
YHR001W		8	0.35	2.73
iPx213I		0	0.69	1.58
YBR164C	ARL1	2	0.54	1.65
iIx084I		0	1.34	0.49
iEx161I		0	1.24	0.64
YLR193C		12	1.48	
iOx190I		0	0.49	1.67
YPL099C		16	1.07	0.85
iEx227I		5	1.35	0.56
YDR413C		4	1.61	0.46
YLR259C	HSP60	12	0.31	2.09
YEL076W-C		5	1.85	0.7
iOx256I		0	1.39	0.63
iKx333I		0	0.95	1.04
iGx410I		0	0.93	1.07
YML010W-A	spt5	13	0.42	2.35
YML010W-B		13	0.22	3.64
YBL081W		2	1.9	0.42
iNx299I		0	1.53	
iJx376I		0	1.09	0.85
YGR045C		7	1.55	0.54
iPx482I		0	0.37	2.14
iJx042I		0	1.71	0.43
YGL028C	SCW11	7	0.64	1.8
iJx108I		0	1.74	0.38
YHR002W		8	0.32	3
iPx214I		0	1.44	
YBL082C	RHK1	2	2.17	0.29
iEx162I		0	0.93	1.44
iIx085I		0	0.67	1.05
YLR194C		12	1.84	0.49
iOx191I		0	0.47	1.4
iEx228I		0	1.13	0.62
YDR414C	ERD1	4	1.69	0.54
iGx411I		7	1.05	0.87
iOx257I		15	1.15	0.95
iKx334I		0	1.17	
YHR003C		8	0.26	3.21
YMR151W	YIM2	13	1.34	0.59
YMR217W	GUA1	13	1.05	0.71
iJx377I		0	0.89	1.3
YBR165W	UBS1	2	0.57	1.48
iFx120I				0.88
iPx483I		0	1.22	0.6
iLx560I		0	1.4	0.79
iJx043I		0	1.09	
iJx109I		0	0.85	1.02
YMR218C	TRS130	13	0.9	0.97
iPx215I		0	2.22	0.35
YBL083C		2	2.08	0.49
YBR166C	TYR1	2	0.72	1.18
iIx086I		0	1.18	1.01
YLR195C	NMT1	12	1.79	0.55
iOx192I		0	0.45	2.14
iEx229I		5	0.69	1.7
YCL040W	GLK1	3	1.19	0.55
YDR415C		4	2.18	0.4
iOx258I		0	1.05	0.97
iKx335I		0	1.41	0.5
iGx412I		0	1.13	0.73
YGR046W		7	0.54	1.45
YGL029W	CGR1	7	0.5	1.35
YHR004C	NEM1	8	0.32	2.87
iKx001I		0	0.77	2.04
YMR152W	YIM1	13	0.95	0.76
iJx378I		0	2.34	0.39
YGR047C				0.86
iPx484I		0	1.35	0.54
iLx561I		0	1.35	0.62
iJx044I		0	0.62	1.65
iPx150I		16	2.14	0.36
iPx216I		0	2.24	0.28
YBL084C	CDC27	2	0.95	1.01
YBR167C	POP7	2	1.16	0.79
iIx087I		0	1.14	0.71
YDR350C	TCM10	4	1.26	0.72
iOx193I		0	0.19	4.15
iKx270I		0	0.87	1.05
iOx259I		0	1.18	0.67
iKx336I		0	1	0.72
iGx413I		0	1.63	0.47
YML070W	DAK1	13	1.94	0.44
YHR005C	GPA1	8	0.46	2.03
iKx002I		0	0.89	1.24
YMR153W	NUP53	13	0.64	1.34
YMR219W	ESC1	13	0.97	
iJx379I		0	0.29	2.58
YML071C		13	0.91	
iPx485I		0	2.15	0.39
iLx562I		0	1.19	0.61
iJx045I		0	0.82	1.23
iFx122I		0	1.6	0.41
YLR196W	PWP1	12	2.12	0.41
YMR154C	RIM13	13	0.75	1.06
iPx151I		0	1.79	0.47
YDR416W	SYF1	4	2.1	0.41
iPx217I		0	2.42	0.53
iEx165I		5	1.14	0.64
iIx088I		0	0.3	2.37
iOx194I		0	0.3	2.73
iKx271I		0	1.25	0.65
YCL042W		3	1.24	0.43
YDR417C		4	1.64	0.46
iKx337I		0	1.11	
iGx414I		0	1.98	0.54
YGR048W	UFD1	7	1.91	0.4
iKx003I		0	0.81	0.85
YCL043C	PDI1	3	1.32	0.47
YBR168W		2	0.31	2.83
iBx200I		0	0.54	2.04
YML072C		13	1.17	0.57
YDR351W	SBE2	4	1.49	0.55
iPx486I		0	1.34	0.56
iLx563I		0	0.98	
iJx046I		0	0.9	
iFx123I		0	1.57	0.48
YLR197W	SIK1	12	1.02	0.91
iPx152I		16	1.11	0.75
iPx218I		0	1.11	0.89
YHR006W	STP2	8	0.53	1.29
YBL086C		2	2.51	0.39
YBR169C	SSE2	2	0.41	1.78
iIx089I		0	1.03	0.67
iEx166I		0	1.15	0.77
YLR198C		12	0.64	1.05
YCR060W		3	1.18	
iOx195I		0	0.32	2.04
iKx272I		0	1.05	1.16
iKx338I		0	1.89	0.4
iGx415I		0	2.06	0.46
YGR049W	SCM4	7	2.47	0.42
YHR007C	ERG11	8	0.21	2.76
iKx004I		0	1.35	0.52
YMR155W		13	0.95	1.05
YCL044C		3	1.45	0.53
iBx201I		0	0.74	1.04
YML073C	RPL6A	13	1.42	0.53
YIL150C	DNA43	9	2.01	0.43
iPx487I		0	0.75	0.97
iLx564I		0	1.6	0.49
iJx047I		0	1.45	0.65
iFx124I		0	0.19	4.02
YDR352W		4	0.64	1.19
YMR156C		13	0.66	1.4
YMR119W-A		13	0.6	1.4
iPx153I		0	0.3	
iLx230I		0	0.38	2.01
YDL001W		4	0.34	3.07
YDR418W	RPL12B	4	1.46	0.5
iPx219I		0	1.08	0.73
YNL030W	HHF2	14	1.32	0.84
YBL087C	RPL23A	2	1.6	
iEx167I		0	0.21	3.8
YLR199C		12	0.43	1.8
YCR061W		3	1.85	0.41
iOx196I		0	0.48	1.97
iKx273I		0	0.24	3.12
iGx350I		0	1.62	0.58
YDL002C	NHP10	4	0.41	2.59
YMR090W		13	1.16	0.72
iKx339I		0	1.77	0.48
iGx416I		0	2.16	0.38
YHR008C	SOD2	8	1	0.62
YNL031C	HHT2	14	1.18	0.9
iKx005I		0	0.96	0.88
YCL045C		3	0.67	1.1
YMR091C	NPL6	13	1.38	
YML074C	NPI46	13	1.29	0.63
YIL151C		9	0.73	
iPx488I		0	0.93	0.76
iLx565I		0	2	0.46
iJx048I		0	0.35	3.01
iFx125I		0	1.21	0.66
iBx202I		0	0.95	0.92
YDR353W	TRR1	4	1.08	0.86
YMR157C		13	0.83	1.12
iLx231I		12	0.39	2.23
iPx154I		0	1.31	0.54
YOR340C	RPA43	15	1.54	0.56
YDR419W	RAD30	4	1.77	0.49
YCR062W		3	1.56	0.5
iOx197I				1.06
iKx274I		0	0.53	1.71
iGx351I		0	0.56	1.69
YDR020C		4	1.54	0.46
iGx417I		0	0.23	3.38
YHR009C		8	0.71	
iKx006I		0	1.13	0.82
iFx060I		0	0.97	0.68
YMR092C	AIP1	13	2.25	0.46
YML075C	HMG1	13	1.49	
iPx489I		0	1.59	0.58
iLx566I		0	1.54	
iJx049I		0	1.69	0.56
iFx126I		0	1.71	
iDx720I		0	0.68	1.81
iBx203I		0	1.66	0.5
YDR354W	TRP4	4	1.55	0.59
iPx155I				0.92
iLx232I		12	0.31	3.4
YDL003W	MCD1	4	0.32	3.04
YNL032W	SIW14	14	1.6	0.54
iEx169I		0	0.45	1.87
YDR355C		4	1.41	0.61
YCR063W		3	1.62	0.37
iOx198I		0	0.42	1.92
iKx275I		0	1.37	0.46
iGx352I		0	1.27	0.7
YCL046W		3	1.13	0.64
iGx418I		0	1.07	0.76
YNR050C	LYS9	14	0.41	1.93
YIL152W		9	0.35	2.45
YJL110C	GZF3	10	0.37	2
iKx007I		0	1.7	0.41
YMR158W		13	0.64	1.26
YOR341W	RPA190	15	0.97	0.78
YCR064C		3	1.79	0.45
YBL089W		2	0.54	
iFx061I		0	0.92	0.97
YCL047C		3	0.55	2.53
iPx090I		16	0.97	0.49
YML076C		13	0.36	1.77
iDx721I		4	0.77	1.33
iLx567I		0	0.36	2.23
iFx127I		0	1.66	0.46
iBx204I		0	2.09	0.39
YMR159C	APG16	13	1.04	
YDR021W	FAL1	4	1.1	0.71
iLx233I		12	0.34	2.78
iPx156I		0	1.2	0.62
YOR342C		15	0.57	1.23
YDL004W	ATP16	4	0.72	1.54
YNL033W		14	1.76	0.57
iOx199I		15	0.51	1.9
iKx276I		0	1.95	0.53
iGx353I		0	1.12	0.72
YDR022C	CIS1	4	1.02	0.88
YDL005C	MED2	4	0.24	2.8
YMR093W		13	2.05	0.38
iGx419I		0	0.38	2.41
YNR051C		14	1.02	0.78
YIL153W	RRD1	9	0.78	1.28
iKx008I		0	1.93	0.38
iFx062I		0	1.45	0.63
YDR290W		4	1.2	0.61
iPx091I		0	1.53	0.58
YIL154C	IMP2'	9	1.18	0.65
iLx568I		0	1.45	0.64
iDx722I		0	0.88	1.25
iBx205I		0	2.08	0.53
iFx128I	RPL29	6	1.64	0.54
YDR356W	NUF1	4	0.83	1
iLx234I		12	0.34	3.16
iPx157I		0	0.87	0.97
iHx311I		0	0.72	1.76
YOR343C		15	1.38	0.42
YJL111W	CCT7	10	0.39	1.85
YNL034W		14	1.23	0.74
YDR357C		4	0.66	1.28
iKx277I		0	1.72	0.47
iGx354I		0	1.17	0.72
YCR065W	HCM1	3	0.82	
YCL048W		3	0.56	2.31
iMx460I		0	1.21	0.63
iGx020I		0	1.77	0.5
YMR094W	CTF13	13	1.34	0.7
YNR052C	POP2	14	1.44	0.59
YML077W	BET5	13	0.21	3.58
YNL035C		14	1.38	0.76
iKx009I		0	1.85	0.6
iBx140I				1.21
iFx063I		0	1.43	0.62
YDR291W		4	0.49	1.92
YCL049C		3	1.15	
