INAME	GENE	CHR	SIMR_UP2_191FR	SIMR_UP2_254
YPR130C		16	1.05	0.68
YPL113C		16	1.49	0.91
iOx604I		0	1.36	0.88
YOR238W		15	1.61	0.5
iBx369I		2	1.27	0.82
YEL061C	CIN8	5	1.08	0.97
iLx398I		0	1.81	0.51
iDx552I		0	1.49	0.61
iBx035I		0	1.76	0.4
YER144C	UBP5	5	0.84	1.34
iLx064I		0	0.52	1.75
iHx141I		0	1.61	0.64
iDx618I		0	1.51	0.77
iHx207I		8	0.84	0.95
iNx313I		0	1.07	0.84
iAx078I		0	1.29	0.68
YDR187C		4	1.63	0.52
iGx184I		0	0.21	2.93
iMx290I		0	1.95	0.65
YNL199C	GCR2	14	1.27	0.75
YOL090W	MSH2	15	0.73	1.69
YJR025C	BNA1	10	0.84	1.13
iMx022I		0	1.6	0.59
YOR173W		15	0.76	1.51
YJL008C	CCT8	10	1.28	0.7
YPR131C	NAT3	16	1.09	0.71
YOL156W	HXT11	15	1.98	0.52
iOx605I		0	1.93	0.59
YOR239W		15	1.58	0.52
iLx399I		0	1.79	0.34
iDx553I		0	0.74	1.16
iBx036I		0	1.74	0.61
YER145C	FTR1	5	1.49	0.66
iLx065I		0	0.74	1.76
iHx142I		0	1.43	0.74
iDx619I		0	1.63	0.5
YOL157C		15	0.9	1.16
iHx208I		0	1.01	0.87
iNx314I		0	1.03	1.04
iAx079I		0	0.75	1.48
YPL114W				0.75
iGx185I		0	0.72	1.33
iMx291I		0	1.73	0.47
YEL062W	NPR2	5	0.92	1.15
YFL020C	PAU5	6	0.91	1.58
iMx357I		0	1.37	0.69
YOL091W	SPO21	15	1.69	0.5
iOx540I		0	1.07	0.72
iIx100I		0	1.84	0.54
YOR174W	MED4	15	0.31	2.79
YPL115C	BEM3	16	0.69	1.93
iOx606I		0	1.76	0.64
YEL063C	CAN1	5	0.9	
iDx554I		0	0.66	1.52
iBx037I		0	0.73	2.21
YDR188W	CCT6	4	1.58	0.72
iLx066I		0	0.64	2.04
iHx143I		0	1.77	0.51
iDx220I		0	0.26	4.59
YOR175C		15	0.52	1.68
YOL158C		15	1.41	0.56
iHx209I		0	1.13	
iNx315I		0	0.9	1.27
YJR026W		10	1.54	1.06
YJL009W		10	1.01	0.97
YPR132W	RPS23B	16	0.81	1.08
iGx186I		0	2.42	0.38
YER080W		5	1.44	0.83
iMx292I		0	0.41	3.09
iMx358I		0	0.37	2.2
YER146W	LSM5	5	0.85	0.67
YOL092W		15	1.86	0.57
YPL050C	MNN9	16	1.08	1.24
iOx541I		0	1.87	0.53
iMx024I		0	2.04	0.52
iIx101I		0	1.22	0.78
YPR133C		16	0.79	1.3
iOx607I		0	1.46	1.04
YEL064C		5	0.64	1.53
iDx555I		0	0.64	2.01
iBx038I		0	1.41	0.57
YDR189W	SLY1	4	0.7	2.15
YER147C		5	1.54	0.63
iLx067I		0	0.28	3.32
iHx144I		0	1.22	0.6
iDx221I		0	1.2	1.12
YOL159C				0.75
iNx250I		0	1.58	0.64
YFL021W	GAT1	6	0.76	1.06
iNx316I		0	0.58	
YJR027W		10	0.94	1.74
YLR210W	CLB4	12	0.58	1.77
iGx187I		0	1.54	0.41
YPL116W	HOS3	16	0.55	1.99
iMx293I		0	1.45	1.08
YER081W	SER3	5	0.7	1.74
YFL022C	FRS2	6	0.4	2.25
iMx359I		0	0.71	1.46
YKL170W	MRPL38	11	0.37	2.82
YOL093W		15	1.62	0.43
iIx102I		0	1.65	0.84
iOx542I		0	0.36	2.81
iMx025I		0	0.58	1.59
YOR176W	HEM15	15	1.03	0.91
YLR211C		12	0.39	3.23
YPL117C	IDI1	16	1.07	0.89
iOx608I		0	1.01	1.13
iDx490I		0	1.43	0.42
YER082C		5	0.64	1.82
iDx556I		0	1.94	0.52
iBx039I		0	1.98	0.41
YOL094C	RFC4	15	1.88	0.39
iHx145I				0.67
iLx068I		0	0.47	2.3
iDx222I		0	1.09	0.73
YOR177C		15	1.2	0.78
iNx251I		0	1.34	0.85
iNx317I		0	0.25	2.87
YJR028W		10	1.54	0.97
YPL051W	ARL3	16	0.66	1.69
iPx500I		0	1.31	0.61
YPR134W	MSS18	16	1.57	0.56
iGx188I		0	0.46	1.57
iMx294I		0	1.52	0.63
YEL065W	SIT1	5	0.63	
YBL100C		2	1.46	0.53
YER148W	SPT15	5	0.73	1.44
YKL171W		11	0.59	2.32
iIx103I		9	2.17	0.5
iOx543I		0	1.47	0.65
iMx026I		0	1.34	0.78
YLR212C	TUB4	12	0.98	1.38
iDx491I		0	1.28	0.71
YER083C		5	1.63	0.62
iHx080I		0	0.55	0.94
iDx557I		0	2.42	0.42
YER149C	PEA2	5	0.81	1.33
YOL095C	HMI1	15	1.9	0.47
iLx069I		0	0.24	5.05
iHx146I		0	1.25	0.72
iDx223I		0	1.52	0.64
YOR178C	GAC1	15	1.38	0.61
YFR040W	SAP155	6	0.99	1.32
iNx252I		0	1.67	0.45
YFL023W		6	0.43	2.03
iNx318I		0	0.5	2.05
YJR029W		10	0.89	1.85
YPL052W		16	1.56	0.9
iPx501I		0	1.02	0.8
YPR135W	CTF4	16	0.57	
YPL118W	MRP51	16	1.1	1.22
iMx295I		0	1.68	0.52
YFR041C		6	0.7	1.85
YEL066W	HPA3	5	0.91	1.19
YER056C-A	RPL34A	5	1.48	0.63
YBL101C	ECM21	2	1.71	0.47
YFL024C	EPL1	6	0.61	
YKL172W	EBP2	11	1.03	0.96
YPL053C	KTR6	16	1.58	0.72
iIx104I		0	1.57	0.83
iOx544I		0	1.37	0.57
iMx027I		0	0.67	1.09
YLR213C				0.67
YPR136C		16	1.14	0.82
iOx210I		0	1.54	0.73
YPL119C	DBP1	16	1.25	0.88
iDx492I		0	1.47	0.66
iHx081I		0	0.53	0.94
YEL067C		5	0.69	1.52
iDx558I		0	1.28	0.55
YOL096C	COQ3	15	2.1	0.39
iHx147I		0	0.82	1.27
iDx224I		0	0.77	1.15
YOR179C		15	2.08	0.42
iNx253I		0	1.17	0.84
iJx330I		0	1.87	0.42
YPR070W	MED1	16	1.54	0.55
iNx319I		0	0.94	1.44
iPx502I		0	0.44	2.05
iMx296I		0	0.55	2.26
YER084W		5	1.36	0.55
YFL025C	BST1	6	0.63	1.44
YGL250W		7	1.64	0.55
YKL173W	SNU114	11	1.86	0.72
iOx545I		15	0.82	0.87
iIx105I		9	1.03	1.2
iMx028I		0	0.83	0.94
iOx211I		0	1.29	0.62
iDx493I		0	1.6	0.62
YER085C		5	1.74	0.63
iHx082I				1.45
YEL068C		5	0.4	1.87
iDx559I		0	1.71	0.64
YOL097C	WRS1	15	1.85	0.51
YKL174C		11	1.41	0.76
YGL251C	HFM1	7	1.7	0.76
iHx148I		0	1.46	0.57
iDx225I		0	1.14	0.74
YFR042W		6	0.69	1.69
iNx254I		0	0.9	0.98
iJx331I		0	0.17	4.38
YBL102W	SFT2	2	1.32	0.68
YPR071W		16	1.19	0.86
YPL054W	LEE1	16	1.38	0.63
iPx503I		0	1.43	0.8
YPR137W	RRP9	16	0.69	
YLR214W	FRE1	12	1.21	0.94
iMx297I		0	0.21	4.41
YFR043C		6	0.58	2.1
YBR120C	CBP6	2	0.28	3.49
YBL103C	RTG3	2	1.77	
iOx480I		0	1.41	0.72
iIx040I		0	1.57	
YPL055C		16	2.21	0.43
iOx546I		0	1.31	0.82
iMx029I		0	0.9	0.91
iIx106I		0	0.99	1.15
YPR138C	MEP3	16	0.83	1.45
YLR215C		12	0.98	1.38
iOx212I		0	0.89	1.21
iDx494I		0	1.24	0.75
iHx083I		0	0.67	1.37
iDx160I		0	1.48	0.75
YEL069C	HXT13	5	1.3	1.03
YOL098C		15	0.55	1.66
YGL252C	RTG2	7	0.52	1.75
iHx149I		0	1.66	0.43
iDx226I		0	0.61	1.67
iNx255I		0	0.25	3.18
iJx332I		0	0.91	1.31
YGR001C		7	0.34	2.7
YFL026W	STE2	6	0.63	1.35
YPR072W	NOT5	16	0.57	1.7
YIL015C-A		9	0.98	1.19
iPx504I		0	0.58	2.61
iMx298I		0	1.2	0.55
YER086W	ILV1	5	1.47	0.79
YFR044C		6	1.13	1.11
YBR121C	GRS1	2	0.95	1.15
YBL104C		2	1.71	
iOx481I		0	1.52	0.68
iIx041I		0	0.72	1.42
YFL027C		6	1.32	0.8
YPR073C	LTP1	16	0.31	
YKL175W		11	1.58	0.72
YPL056C		16	1.64	0.49
iOx547I		0	0.42	1.84
iIx107I		0	1.58	0.5
YPR139C		16	1.31	0.93
YLR216C	CPR6	12	1.79	0.58
iOx213I		0	1.14	0.8
iDx495I		0	1.1	0.64
iHx084I				1.09
iDx161I		0	0.76	1.17
iNx190I		0	1.45	0.57
YOL099C		15	0.23	4.26
YKL176C		11	1.18	0.81
iDx227I		0	0.44	2.52
iNx256I		0	0.37	3.1
iJx333I		0	1.86	0.57
YGR002C		7	0.57	2.81
YLR150W	STM1	12	0.39	2.76
iPx505I		0	1.28	0.56
iMx299I		0	1.43	0.67
YER087W		5	0.72	1.63
YBR122C	MRPL36	2	1.53	
iOx482I		0	1.64	0.57
iIx042I		0	1.76	0.49
YGR270W	YTA7	7	1.2	0.56
YFL028C	CAF16	6	1.01	0.84
YBL105C	PKC1	2	0.48	
YPR074C	TKL1	16	0.94	1.12
YLR151C		12	0.27	5.51
YGL253W	HXK2	7	0.63	1.5
YPL057C	SUR1	16	1.81	0.51
iOx548I				1.28
iIx108I		0	0.51	1.58
iOx214I		0	1.08	0.86
iDx496I		0	1.42	
YER088C	DOT6	5	0.91	0.99
iHx085I		0	0.8	1.3
iDx162I		0	1.38	0.52
iNx191I		0	1.21	0.78
iDx228I		0	0.91	1.12
iNx257I		0	1.2	0.74
iJx334I		0	1.69	0.55
YFR045W		6	0.91	1.17
iPx440I		0	0.58	1.24
iPx506I		0	1.24	0.58
YLR217W		12	1.77	0.63
YBL040C	ERD2	2	1.16	0.68
YFR046C				1
YBR123C				0.65
iIx043I		9	1.27	0.65
iOx483I		0	1.59	0.53
iEx120I		0	1.52	0.59
YGR271W		7	0.9	
YBL106C	SRO77	2	1.01	
YPR075C	OPY2	16	1.47	0.6
YLR152C		12	0.76	2.03
YGL254W	FZF1	7	1.64	0.57
YKL177W		11	0.78	1.34
YPL058C	PDR12	16	1.23	1.07
iOx549I		0	0.63	1.43
iIx109I		0	0.95	0.94
YLR218C		12	1.55	0.57
YGR003W		7	0.61	1.82
iOx215I		0	0.4	2.77
iDx497I		0	0.41	4.06
YER089C	PTC2	5	1.15	0.58
iHx086I		0	0.92	0.84
iDx163I		0	1.82	0.56
YGR272C		7	0.48	2.37
iNx192I		0	1.36	0.7
YKL178C	STE3	11	1.13	1.03
iDx229I		0	1.78	0.81
iNx258I		0	1.61	0.47
iJx335I		0	1.29	0.67
iPx441I		0	1.16	0.72
iJx001I		0	0.74	1.25
YMR110C		13	0.47	2.26
iPx507I				0.49
YFR047C		6	1.31	0.65
iOx484I		0	1.52	0.55
iIx044I		0	0.96	0.72
iEx121I		0	0.82	1.06
YBL107C		2	1.26	0.62
YGL255W	ZRT1	7	1.66	0.49
iOx150I		0	1	1.11
YGR004W		7	0.31	4.77
iOx216I		0	0.69	1.37
iDx498I		0	1.78	0.65
YGL190C	CDC55	7	1.22	0.75
iHx087I		0	0.55	1.95
iDx164I		0	1.47	0.71
YGR273C		7	0.65	1.91
iNx193I		0	1.8	0.39
iJx270I		0	0.3	3.26
YKL179C		11	0.51	
YBL041W				0.73
YBR124W		2	1.61	0.62
iNx259I		0	1.2	0.54
iJx336I		0	1.5	0.65
YGR005C	TFG2	7	0.33	2.92
iPx442I		0	0.72	0.82
iJx002I		0	0.7	2.22
YPR076W		16	1.53	0.49
YMR111C		13	1.61	0.56
YPL059W	GRX5	16	1	0.92
iPx508I		0	1.33	0.57
YLR219W		12	1.21	1.08
YBL042C	FUI1	2	1.56	0.52
YBR125C	PTC4	2	1.71	0.58
iOx485I		0	1.78	0.51
iIx045I		0	1.11	
iEx122I		0	0.73	1.59
YPR077C		16	2.17	0.43
YLR154C		12	0.98	0.94
YGL256W	ADH4	7	0.79	0.79
iOx151I		0	0.3	3.25
iOx217I		0	0.72	1.22
iDx499I		0	0.82	0.93
iHx088I		0	0.82	1.19
iDx165I		0	1.5	0.51
YGR274C	TAF145	7	1.04	1.21
iJx271I				0.78
iNx194I		0	1.46	0.53
YGL257C	MNT2	7	1.51	0.59
iJx337I		0	1.48	0.82
YFR048W		6	1.01	1.02
YBL108W		2	1	1.11
iPx443I		0	1.22	0.75
iLx520I		0	0.93	1
iJx003I		0	1.15	1.2
YMR112C	MED11	13	1.33	0.57
iPx509I		0	0.76	1.22
YNL320W		14	0.92	0.98
YBR060C	ORC2	2	1.58	0.41
YGL191W	COX13	7	1.07	0.98
YBR126C	TPS1	2	1.57	0.55
iIx046I				0.59
iOx486I		0	1.16	0.76
YPR078C		16	2.44	0.48
YLR155C	ASP3-1	12	1.51	0.76
iOx152I		0	0.49	2.86
YGR006W	PRP18	7	0.74	1.47
iOx218I		0	0.5	1.66
iHx089I		0	0.52	1.96
iDx166I		0	0.72	1.27
iNx195I		0	1.71	0.57
iJx272I		0	0.58	1.42
YBL043W	ECM13	2	1.45	0.49
iJx338I		0	1.02	1.01
YFR049W	YMR31	6	0.35	2.24
YBL109W		2	0.46	1.65
iPx444I		0	0.58	1.95
iLx521I		0	2.02	0.4
iJx004I		0	1.81	0.6
iPx110I		0	0.61	1.59
YNL321W		14	1.26	0.69
YBR061C		2	0.64	1.56
YGL192W	IME4	7	0.65	
YBR127C	VMA2	2	1.54	0.62
iOx487I		0	0.94	1.07
iIx047I		0	1.39	0.41
iEx124I		0	0.33	4.27
YGR275W	RTT102	7	1.5	0.68
YDR310C				0.83
YGL258W		7	1.5	0.56
iOx153I		0	0.95	1.07
iKx230I		0	1.02	0.76
YCL001W	RER1	3	1.53	1.04
YNL322C	KRE1	14	1.29	0.65
iOx219I		0	0.97	1.24
YML030W		13	1.09	0.79
YGR007W	MUQ1	7	0.55	2.17
YMR113W		13	1.24	0.73
YGL193C		7	0.94	0.88
iDx167I		0	1.53	0.62
YGR276C	RNH70	7	1.97	0.47
iNx196I		0	1.06	0.93
iJx273I		0	0.89	0.73
YBL044W		2	1.2	0.56
YCL002C		3	0.92	0.82
YLR090W	XDJ1	12	1.12	0.98
iJx339I		0	1.74	0.55
YGR008C	STF2	7	0.36	2.47
iPx445I		0	1.14	0.68
iLx522I		0	1.06	1.42
iJx005I		0	0.61	2.27
YPR079W		16	1.97	0.53
YLR156W		12	1.14	0.87
YMR114C		13	1.24	0.77
YBR062C		2	1	0.95
YBL045C	COR1	2	0.96	0.86
YBR128C	APG14	2	1.84	0.48
iOx488I		0	1.43	0.72
iIx048I		0	1.46	0.51
iEx125I		0	1.06	0.76
YLR157C	ASP3-2	12	1.62	0.82
YGL259W	YPS5	7	1.39	0.69
iOx154I		0	1.67	0.57
iKx231I		0	0.57	1.46
YML031W	NDC1	13	1.68	0.58
YGL194C	HOS2	7	0.51	1.75
iDx168I		0	0.48	1.99
YGR277C		7	2.39	0.5
iNx197I		0	0.99	0.9
iJx274I		0	0.4	0.97
YCR020C	PET18	3	0.57	1.95
iPx380I		0	1.8	0.42
YLR091W		12	0.84	1.55
YGR009C	SEC9	7	0.4	2.74
YML032C	RAD52	13	0.61	1.41
YDR311W	TFB1	4	1.85	0.59
iLx523I		0	0.76	1.78
iJx006I		0	1.48	0.72
iPx446I	TOM5	16	1.05	0.69
iPx112I				2.45
YNL323W		14	1.44	0.56
YBR063C		2	1.33	0.88
iEx060I		5	1.12	1
YBR129C	OPY1	2	1.82	0.52
iOx489I		0	1.16	0.78
iIx049I		0	0.3	
iEx126I		0	1.13	1
iKx232I				0.81
iOx155I		0	1.15	0.81
YMR115W		13	0.66	1.48
iDx169I		0	0.99	0.88
iJx275I		10	0.7	1.13
iNx198I		0	1.66	0.53
YBL046W		2	0.91	1.2
YCR021C	HSP30	3	0.79	
iPx381I		0	2.15	0.44
YLR092W	SUL2	12	1.27	1.11
YMR050C		13	0.9	1.87
YDR312W	SSF2	4	0.98	1.13
iPx447I		0	1.1	0.53
iLx524I		0	1.09	0.86
iJx007I		0	1.71	0.68
YMR116C	ASC1	13	0.8	1.23
iPx113I		16	0.53	1.79
YNL324W		14	1.65	0.58
iEx061I				0.68
YBL047C		2	0.62	1.01
YLR093C	NYV1	12	1.54	0.83
YGL195W	GCN1	7	0.69	
iOx090I		0	1.35	0.68
iEx127I		0	1.52	0.5
YGR278W		7	1.58	0.75
YDR313C	PIB1	4	0.7	1.8
iGx310I		0	0.55	1.22
iOx156I		0	0.97	0.68
iKx233I		0	1	0.65
YCL004W	PGS1	3	1.42	0.57
YNL325C	FIG4	14	1.93	0.59
YIL110W		9	0.51	2.52
YGR279C	SCW4	7	1.25	1.02
YBR064W		2	1.44	0.69
iNx199I		0	1.58	0.61
iJx276I		0	0.98	1
iBx430I		0	0.92	0.89
YCR022C		3	0.94	1.08
iPx382I		0	1.61	0.43
YHR170W	NMD3	8	1.65	0.5
YMR051C		13	1.54	1.36
YDL230W	PTP1	4	1.28	0.85
iPx448I		0	1.72	0.75
iLx525I		0	1.42	0.64
iJx008I		0	1.51	0.75
YLR159W		12	0.97	0.93
YMR117C	SPC24	13	1.62	0.43
iPx114I		0	0.75	1.69
YBR065C				0.56
iEx062I		0	1.13	0.7
YLR094C	GIS3	12	1.55	0.5
YGL196W		7	1.57	0.55
iOx091I		0	1.18	1.09
YDL231C		4	1.19	0.98
iEx128I		0	1.45	0.78
YDR314C		4	1.46	0.64
YNL260C		14	0.38	2.86
iOx157I		0	1.23	0.82
iKx234I		0	1.49	0.5
iGx311I		0	0.42	1.49
YCL005W		3	1.31	0.8
YNL326C		14	0.81	1.29
YIL111W	COX5B	9	0.95	1.3
YML034W	SRC1	13	1.28	0.77
YOR300W		15	1.69	0.45
iJx277I		0	0.63	1.31
iBx431I		0	1.04	0.78
YCR023C		3	0.81	1.07
YBL048W		2	0.44	1.82
iPx383I		0	0.51	1.48
iLx460I		0	0.45	2.82
iFx020I		0	0.49	1.87
YHR171W	APG7	8	1.72	0.65
YCL006C		3	1.46	0.66
iPx449I		0	1.39	0.76
iLx526I		0	1.38	0.72
iJx009I		0	0.68	1.15
YMR118C		13	1.85	0.49
iPx115I		0	0.63	1.45
YBR066C	NRG2	2	1.69	0.51
iGx580I		0	1.21	0.57
iEx063I		0	0.86	1.2
YLR095C		12	1.6	0.73
YGL197W	MDS3	7	1.55	0.59
iOx092I		0	1.57	0.55
iEx129I		0	1.4	0.88
YDR315C	IPK1	4	1.89	0.56
iOx158I		0	1.8	1
iKx235I		0	1.24	0.94
iGx312I		0	0.49	1.56
YMR052W	FAR3	13	1.13	0.89
YIL112W		9	1.22	0.96
YOR301W	RAX1	15	1.73	0.45
iJx278I		0	1.11	0.46
YCR024C		3	1.21	0.75
YBL049W		2	0.54	1.53
iPx384I		0	1.22	0.77
iLx461I		0	0.51	2.86
iFx021I		0	0.92	1.06
YHR172W	SPC97	8	1.39	0.54
YCL007C	CWH36	3	1.28	0.66
YMR053C	STB2	13	1.61	0.68
YDL232W	OST4	4	0.98	1.44
iPx050I		0	1.76	0.48
iLx527I		0	0.78	1.1
YNL261W	ORC5	14	0.54	2.38
iPx116I		0	0.4	2.59
YNL327W	EGT2	14	0.81	1.31
YNR010W	CSE2	14	0.23	4.09
YBR067C	TIP1	2	1.19	0.79
iGx581I		0	1.18	0.87
iEx064I		0	0.3	2.76
YHR173C		8	1.33	0.7
YDR250C		4	1.78	0.62
YGL198W		7	2.05	0.62
iOx093I		0	1.63	
iKx170I		0	1.3	
iOx159I		0	0.3	2.87
iKx236I		0	0.62	1.37
iGx313I		0	0.64	2.32
YNL328C	MDJ2	14	1.4	0.51
YNR011C	PRP2	14	0.25	3.04
YIL113W		9	2.25	0.59
YML036W		13	0.92	1.13
YMR119W				1.37
YGL199C		7	1.71	0.55
YOR302W		15	1	0.48
iJx279I		0	0.36	0.6
iBx433I		0	1.64	0.56
YCR025C		3	1.54	0.49
iPx385I		0	1.06	0.63
iLx462I		0	1.78	
iFx022I		0	1.7	0.5
YCL008C	STP22	3	1.18	1.07
YDL233W		4	1.1	0.89
iPx051I		0	1.61	0.46
YML037C		13	1.36	0.74
YIL114C	POR2	9	1.81	0.48
iLx528I		0	0.93	0.72
YDR316W		4	1.14	0.76
YNL262W	POL2	14	0.86	
iPx117I		0	1.23	0.66
YBR068C	BAP2	2	1.26	0.64
iGx582I				0.58
iEx065I		0	2.05	0.38
YLR097C		12	0.33	3.57
iOx094I		0	1.55	0.43
iKx171I		0	0.82	1.55
YDL234C	GYP7	4	1.54	0.47
YNL263C	YIF1	14	1.84	0.45
iKx237I		0	1.35	0.6
iGx314I		0	0.57	1.57
iMx420I		0	1.72	0.5
YNL329C	PEX6	14	0.86	0.99
YMR054W	STV1	13	1.28	0.8
YOR303W	CPA1	15	1.58	0.56
iBx434I		0	1.53	0.57
YCR026C		3	1.38	0.72
iBx100I		0	1.86	0.4
YDR251W	PAM1	4	1.37	0.88
iPx386I		0	1.05	0.92
iLx463I		0	1.64	0.52
iFx023I		0	0.64	1.16
YHR174W	ENO2	8	1.26	1.08
YCL009C	ILV6	3	1.19	0.72
YMR055C	BUB2	13	0.91	1.01
YIL115C				1.14
iPx052I		0	1.16	0.67
YML038C	YMD8	13	0.76	1.02
iLx529I		0	1.03	0.6
YDR317W		4	1.17	0.93
YNR012W	URK1	14	0.32	2.81
YBR069C	VAP1	2	1.24	
iGx583I		0	0.96	0.7
iEx066I		0	1.14	0.97
iOx095I		0	2.14	0.46
iKx172I		0	0.51	1.7
YDL235C	YPD1	4	1.09	0.8
YNL264C	PDR17	14	1.32	0.83
iKx238I		0	1.81	0.61
iGx315I		0	1.21	0.75
iMx421I		0	0.43	2.55
YNR013C		14	0.52	2.03
YOR304W	ISW2	15	0.69	1.3
iBx435I		0	1.13	1.16
YCR027C	RSG1	3	1.88	0.59
iBx101I		0	1.15	0.56
YDR252W	BTT1	4	0.85	1.54
iPx387I		0	0.56	1.81
iLx464I		0	1	0.98
iFx024I		0	0.9	0.66
YHR175W	CTR2	8	1.01	1.2
YMR056C	AAC1	13	1.2	0.67
iPx053I				0.5
iLx130I		0	1.54	0.51
YDR318W	MCM21	4	1.09	0.89
iPx119I		0	1.62	0.56
iGx584I		0	2.18	0.43
iEx067I		0	2.26	0.47
YLR099C	ICT1	12	1.38	0.7
YDR253C	MET32	4	0.63	1.92
iGx250I		7	1.03	0.8
iOx096I		0	2.33	0.45
iKx173I		0	0.65	1.32
YNL265C	IST1	14	0.58	1.77
iGx316I		7	1.3	0.83
iKx239I		0	0.18	6.69
YIL050W	PCL7	9	1.98	0.44
iMx422I		0	1.12	0.74
YER007C-A		5	0.17	7.3
YIL116W	HIS5	9	0.86	1.34
YML039W		13	0.77	2.09
iBx370I		0	1.06	0.67
YOR305W		15	0.27	3.15
YDL170W	UGA3	4	1.18	0.81
YCR028C	FEN2	3	0.7	1.49
iBx102I		0	1.43	0.82
YIL051C	MMD1	9	1.69	0.5
iPx388I		0	0.9	0.98
iLx465I		0	1.97	0.57
iFx025I		0	0.5	1.17
YHR176W		8	1.4	0.68
YMR057C		13	1.03	0.63
YDL236W	PHO13	4	1.15	0.65
iPx054I		0	1.45	0.53
iLx131I		0	1.81	0.66
YIL117C		9	1.02	1.03
YOR306C		15	0.49	2.11
YNR014W		14	0.62	
iGx585I		0	1.96	0.5
iEx068I		0	0.85	1.45
iOx097I				0.38
iKx174I		0	0.89	1.19
iGx251I		0	1.23	0.95
iGx317I		0	1.04	0.64
iMx423I		0	0.81	1.33
YOR240W		15	1.43	0.61
iBx371I		0	1.42	0.51
YIL052C	RPL34B	9	1.33	0.59
iBx103I				0.87
iPx389I		0	0.49	1.86
iLx466I		0	1.7	0.61
iFx026I		0	0.36	1.71
iDx620I		0	1.7	0.67
YHR177W		8	1.54	0.77
YDR254W	CHL4	4	0.65	2.37
YDL237W		4	1.57	1.35
iPx055I		0	1.59	0.46
iLx132I		0	0.46	2.42
YNL266W		14	0.55	1.82
iAx080I		0	0.22	3.4
YOR307C	SLY41	15	1.54	0.61
YNR015W	SMM1	14	0.5	1.74
YDL172C		4	0.59	1.51
iGx586I		0	2.24	0.5
iEx069I		0	0.46	1.96
YDR255C				1.76
iOx098I		0	1.71	0.45
iKx175I		0	0.87	0.98
iGx252I		0	0.93	0.77
YDL238C		4	1.5	1.04
iGx318I		0	1.46	0.73
YJL010C		10	1.1	0.83
iMx424I		0	1.24	1
YMR058W	FET3	13	1.28	0.67
YIL118W	RHO3	9	0.85	1.03
YOR241W		15	0.53	1.84
iBx372I		0	1.33	0.67
iLx467I		0	0.35	2.3
iFx027I		0	1.06	0.77
iDx621I		0	1.64	0.67
iBx104I		0	0.46	1.7
YHR178W	STB5	8	1.68	0.64
iPx056I		0	1.9	0.46
iLx133I		0	1.25	0.7
iHx210I		0	0.4	1.94
YIL119C	RPI1	9	1.35	0.91
YOR242C	SSP2	15	0.36	3.68
YNL267W	PIK1	14	1.17	0.84
iAx081I		0	0.53	1.85
YOR308C	SNU66	15	1.63	0.53
YDR190C	RVB1	4	0.75	1.59
iGx587I		0	0.33	2.54
YDR256C	CTA1	4	0.6	1.54
iOx099I		0	0.5	2.23
iKx176I		0	1.57	0.59
iGx253I		0	1.65	0.57
YDL239C		4	0.68	1.76
iGx319I		0	1.56	0.42
YIL053W	RHR2	9	1.18	0.68
YJL011C		10	0.89	1.17
iMx425I		0	1.45	0.51
YMR059W	SEN15	13	1.17	0.76
YPR200C	ARR2	16	1.46	0.59
iBx373I		0	1.6	0.63
YDL173W		4	0.58	1.51
iLx468I		0	0.76	1.37
iFx028I		0	1.52	0.6
iDx622I		0	0.52	1.05
iBx105I		0	0.53	1.34
YHR179W	OYE2	8	1.56	0.79
iPx057I		0	1.73	0.57
iLx134I		0	1.6	0.65
iHx211I		0	1.32	0.61
YOR243C		15	0.88	0.92
YNL268W	LYP1	14	1.94	0.59
iAx082I		1	0.39	2.15
YOR309C		15	1.1	0.79
YNR017W	MAS6	14	0.98	0.68
YDL174C				1.18
iGx588I		0	0.56	1.32
YDR257C	RMS1	4	1.11	1.23
iKx177I		0	1.14	0.59
iGx254I		0	0.62	1.39
iMx360I		0	1.47	0.8
YIL054W		9	1.19	0.57
YJL012C		10	1.04	1.06
iMx426I		0	0.51	1.7
YOL160W		15	0.84	
iBx374I		0	0.46	2.2
iBx040I		0	1.07	0.57
YDR191W	HST4	4	1.3	0.93
YIL055C		9	0.51	
iBx106I		0	0.88	1.77
iLx469I		0	2.24	0.46
iFx029I		0	1.88	0.49
iDx623I		0	1.29	0.71
YOL161C		15	0.57	1.26
iHx212I				0.62
iPx058I		0	0.77	0.88
iLx135I		0	1.4	0.78
YNL269W		14	2.13	
iAx083I		0	0.42	2.91
YDR192C	NUP42	4	1.15	1.16
YNR018W		14	1.69	0.47
YDL175C		4	0.4	3.19
iGx589I		0	0.57	2.31
YPR201W	ARR3	16	1.88	0.57
YDR258C	HSP78	4	1.29	0.75
iKx178I		0	1.36	0.72
iGx255I		0	0.41	2.42
iMx361I		0	0.25	3.66
YJR030C		10	0.97	1.06
YJL013C	MAD3	10	0.31	3.4
iMx427I		0	1.1	0.68
YOR244W	ESA1	15	0.46	1.23
iBx375I		0	1.08	0.67
iBx041I		0	2.09	0.5
iDx624I		0	0.57	1.34
iBx107I		0	0.52	1.76
iPx059I		0	1.51	0.57
iLx136I		0	0.89	0.87
iHx213I		0	1.61	
YOR245C		15	0.41	2.63
iAx084I		0	0.4	2.97
YNR019W	ARE2	14	1.03	0.83
iGx190I		0	1.15	0.67
YPR202W		16	1.45	0.87
YDR259C	YAP6	4	1.69	0.59
